,Nombre,Fecha publicación,Autores,Categorías,Mecánicas,Puntuación,Jugadores,Jugadores mínimos,Jugadores máximos,Duración,Duración mínima,Duración máxima,Edad,Complejidad,Dep idioma,Edición juegos,Juegos relacionados
https://www.ludonauta.es/juegos-mesas/la-gran-division-2022,La Gran División,2022,"['Hjalmar Hach', 'Lorenzo Silva']",['Cartas'],"['Draft', 'Yo corto, tú eliges']","6,49",2-7,2.0,7.0,45,45.0,45.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/overbooked-2018,Overbooked,2018,['Daryl Chow'],"['Aviación / Vuelo', 'Puzzle', 'Transporte']","['Construcción de patrones', 'Draft de cartas', 'Reconocimiento de patrones', 'Simulación']","6,49",1-4,1.0,4.0,20-40,20.0,40.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/here-to-slay-berserkers-y-nigromantes-2022,Here to Slay: Berserkers y Nigromantes,2022,['Ramy Badie'],"['Animales', 'Cartas', 'Fantasía']","['Colección de ítems', 'Gestión de mano', 'Golpes y fallos críticos', 'Habilidades variables', 'Interrupciones', 'Lanzamiento de dados', 'Orden de turno progresivo', 'Puntos de acción', 'Roles', 'Toma eso']","6,49",2-6,2.0,6.0,30-60,30.0,60.0,10.0,2.0,,Expansión de,['Here to Slay']
https://www.ludonauta.es/juegos-mesas/sanctum-2019,Sanctum,2019,"['Filip Neduk', 'Tomáš Uhlíř']","['Aventuras', 'Combate', 'Dados', 'Fantasía', 'Medieval', 'Miniaturas']","['Creación de mazo, bolsa o conjunto', 'Forzar la suerte', 'Habilidades variables', 'Lanzamiento de dados', 'Resolución por comparación de estadísticas']","6,49",2-4,2.0,4.0,60-100,60.0,100.0,12.0,3.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/a-touch-of-evil-hero-pack-1-2009,A Touch of Evil: Hero Pack 1,2009,['Jason C. Hill'],"['Asesinato / Misterio', 'Aventuras', 'Combate', 'Miniaturas', 'Terror']","['Cooperativo', 'Habilidades variables', 'Lanzamiento de dados', 'Lanzamiento de dados y movimiento', 'Movimiento de áreas']","6,49",2-8,2.0,8.0,60-120,60.0,120.0,12.0,3.0,4.0,Expansión de,['A Touch of Evil: The Supernatural Game']
https://www.ludonauta.es/juegos-mesas/qwixx-big-points-2015,Qwixx: Big Points,2015,['Steffen Benndorf'],,"['Lanzamiento de dados', 'Papel y lápiz']","6,49",2-5,2.0,5.0,,,,8.0,1.0,1.0,Expansión de,['Qwixx']
https://www.ludonauta.es/juegos-mesas/everdell-farshore-2023,Everdell: Farshore,2023,"['Clarissa A. Wilson', 'James A. Wilson']","['Animales', 'Cartas', 'Edificación', 'Fantasía']","['Colección de ítems', 'Colocación de trabajadores', 'Draft de cartas', 'Gestión de mano']","6,49",1-4,1.0,4.0,40-80,40.0,80.0,10.0,3.0,,Reimplementación de,['Everdell']
https://www.ludonauta.es/juegos-mesas/tsukiji-2017,Tsukiji,2017,['Leandro Pires'],"['Cartas', 'Deducción', 'Economía']","['Colección de ítems', 'Compra / Venta', 'Draft de cartas', 'Mercado', 'Selección simultánea de acciones', 'Subastas']","6,49",2-4,2.0,4.0,20-30,20.0,30.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/star-wars-armada-fragata-de-asalto-modelo-ii-2015,Star Wars: Armada – Fragata de Asalto Modelo II,2015,,"['Ciencia ficción', 'Miniaturas', 'Wargame']","['Programación de acciones', 'Rondas variables']","6,49",2,2.0,2.0,120,120.0,120.0,14.0,3.0,3.0,Expansión de,['Star Wars: Armada']
https://www.ludonauta.es/juegos-mesas/kanagawa-yokai-2019,Kanagawa: Yokai,2019,"['Bruno Cathala', 'Charles Chevallier']","['Animales', 'Cartas']","['Colección de ítems', 'Colocación de trabajadores', 'Construcción de patrones', 'Draft de cartas', 'Forzar la suerte', 'Gestión de mano']","6,49",2-4,2.0,4.0,45,45.0,45.0,12.0,2.0,,Expansión de,['Kanagawa']
https://www.ludonauta.es/juegos-mesas/mortum-detective-medieval-2021,Mortum: Detective Medieval,2021,['Sergey Minevich'],"['Asesinato / Misterio', 'Aventuras', 'Fantasía']","['Cooperativo', 'Deducción', 'Narrativo']","6,49",1-6,1.0,6.0,120-180,120.0,180.0,12.0,2.0,5.0,Integración de,['Mortum: Medieval Detective – The Shelter']
https://www.ludonauta.es/juegos-mesas/star-wars-armada-corbeta-corelliana-cr90-2015,Star Wars: Armada – Corbeta Corelliana CR90,2015,,"['Ciencia ficción', 'Miniaturas', 'Wargame']","['Programación de acciones', 'Rondas variables']","6,49",2,2.0,2.0,120,120.0,120.0,14.0,3.0,3.0,Expansión de,['Star Wars: Armada']
https://www.ludonauta.es/juegos-mesas/zombicide-ultimate-survivors-1-2015,Zombicide: Ultimate Survivors #1,2015,"['Jean-Baptiste Lullien', 'Nicolas Raoult', 'Raphaël Guiton']","['Miniaturas', 'Terror', 'Zombis']","['Cooperativo', 'Lanzamiento de dados']","6,49",1-12,1.0,12.0,60,60.0,60.0,13.0,3.0,,Expansión de,"['Zombicide', 'Zombicide Temporada 2: Prison Outbreak', 'Zombicide Temporada 3: Rue Morgue']"
https://www.ludonauta.es/juegos-mesas/telon-de-acero-2017,Telón de acero,2017,"['Asger Sams Granerud', 'Daniel Skjold Pedersen']","['Cartas', 'Político', 'Wargame']","['Batallas dirigidas por cartas', 'Control de áreas / Mayorías', 'Gestión de mano']","6,49",2,2.0,2.0,20-30,20.0,30.0,10.0,2.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/el-gran-dalmuti-1995,El Gran Dalmuti,1995,['Richard Garfield'],"['Cartas', 'Medieval']","['Ascenso por escalera', 'Cartas por bazas', 'Gestión de mano']","6,49",4-8,4.0,8.0,60,60.0,60.0,8.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/mantis-falls-2021,Mantis Falls,2021,['Adrian Kerrihard'],"['Deducción', 'Faroleo', 'Mafia']","['Configuración variable', 'Cooperativo', 'Draft', 'Eventos', 'Gestión de mano', 'Línea de visión', 'Programación de acciones', 'Roles ocultos', 'Semi-cooperativo', 'Tablero modular', 'Traidor oculto']","6,49",2-3,2.0,3.0,60-90,60.0,90.0,14.0,3.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/saboteur-los-enanos-contraatacan-2011,Saboteur: ¡los enanos contraatacan!,2011,['Fréderic Moyersoen'],"['Cartas', 'Exploración', 'Fantasía', 'Faroleo', 'Party']","['Asociaciones / Agrupaciones', 'Descubrimiento de mapa por exploración', 'Gestión de mano', 'Roles ocultos', 'Toma eso', 'Traidor oculto', 'Unión de puntos de un mapa']","6,49",2-12,2.0,12.0,30,30.0,30.0,8.0,2.0,1.0,Integración de,['Saboteur: El Desafío']
https://www.ludonauta.es/juegos-mesas/loony-quest-the-lost-city-2016,Loony Quest: The Lost City,2016,"['David Franck', 'Laurent Escoffier']","['Acción / Destreza', 'Tiempo real']",['Dibujo de líneas'],"6,49",2-5,2.0,5.0,20,20.0,20.0,8.0,1.0,1.0,Expansión de,['Loony Quest']
https://www.ludonauta.es/juegos-mesas/hidden-leaders-2022,Hidden Leaders,2022,"['Andreas Müller', 'Markus Müller (II)', 'Raphael Stocker']","['Cartas', 'Deducción', 'Fantasía', 'Faroleo', 'Party']","['Deducción', 'Gestión de mano', 'Movimiento sobre track', 'Roles ocultos', 'Tira y afloja', 'Toma eso']","6,49",2-6,2.0,6.0,20-40,20.0,40.0,10.0,2.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/star-wars-armada-destructor-estelar-clase-victoria-2015,Star Wars: Armada – Destructor Estelar clase Victoria,2015,,"['Ciencia ficción', 'Miniaturas', 'Wargame']","['Habilidades variables', 'Programación de acciones']","6,49",2,2.0,2.0,120,120.0,120.0,14.0,3.0,3.0,Expansión de,['Star Wars: Armada']
https://www.ludonauta.es/juegos-mesas/conquista-la-luna-2017,Conquista la luna ,2017,"['Fabien Riffaud', 'Juan Rodriguez']","['Acción / Destreza', 'Puzzle']","['Apilamiento y equilibrio', 'Lanzamiento de dados']","6,49",2-6,2.0,6.0,20,20.0,20.0,6.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/pueblo-2002,Pueblo,2002,"['Michael Kiesling', 'Wolfgang Kramer']",['Abstracto'],"['Cercado de áreas', 'Colocación de losetas']","6,49",2-4,2.0,4.0,60,60.0,60.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/vast-las-cavernas-cristalinas-2016,Vast: Las Cavernas Cristalinas,2016,"['David Somerville', 'Patrick Leder']","['Aventuras', 'Exploración', 'Fantasía']","['Colocación de losetas', 'Colocación de unidades secretas', 'Forzar la suerte', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Línea de visión', 'Movimiento por celdas', 'Piezas como mapa', 'Puntos de acción', 'Recogida y entrega', 'Roles', 'Tablero modular', 'Toma eso']","6,49",1-5,1.0,5.0,75-150,75.0,150.0,10.0,4.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/kodama-los-espiritus-del-arbol-2016,Kodama: Los espíritus del árbol,2016,['Daniel Solis'],"['Abstracto', 'Cartas']","['Colección de ítems', 'Colocación de losetas', 'Control de áreas / Mayorías', 'Sobreposición de elementos']","6,49",2-5,2.0,5.0,30,30.0,30.0,14.0,2.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/the-rose-king-1992,The Rose King,1992,['Dirk Henn'],"['Abstracto', 'Medieval']","['Captura de piezas', 'Colocación de losetas', 'Construcción de patrones', 'Control de áreas / Mayorías', 'Cuadrícula', 'Draft de cartas', 'Final por muerte súbita', 'Gestión de mano', 'Movimiento por celdas']","6,49",2-4,2.0,4.0,30,30.0,30.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/estoril-1942-super-box-2019,Estoril 1942: Super Box,2019,"['Antonio Sousa Lara', ""Gil d'Orey""]","['Espionaje', 'Segunda guerra mundial']","['Colocación de unidades secretas', 'Control de áreas / Mayorías', 'Creación de mazo, bolsa o conjunto', 'Tablero modular']","6,49",2-5,2.0,5.0,60-90,60.0,90.0,10.0,3.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/star-wars-lcg-su-energia-nos-une-2014,Star Wars: LCG – Su energía nos une,2014,,"['Cartas', 'Ciencia ficción', 'Cine / Televisión / Radio']","['Gestión de mano', 'Habilidades variables']","6,49",2,2.0,2.0,60,60.0,60.0,10.0,3.0,4.0,Expansión de,['Star Wars: LCG']
https://www.ludonauta.es/juegos-mesas/el-gran-libro-de-la-locura-2015,El Gran Libro de la Locura,2015,['Maxime Rambourg'],"['Cartas', 'Fantasía']","['Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Eliminación de jugadores', 'Gestión de mano', 'Habilidades variables']","6,49",2-5,2.0,5.0,60-90,60.0,90.0,12.0,3.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/porta-nigra-2015,Porta Nigra,2015,"['Michael Kiesling', 'Wolfgang Kramer']","['Edad antigua', 'Edificación']","['Colección de ítems', 'Control de áreas / Mayorías', 'Draft de cartas', 'Movimiento de áreas', 'Rondel']","6,49",2-4,2.0,4.0,75-120,75.0,120.0,12.0,3.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/wildlands-the-adventuring-party-2019,Wildlands: The Adventuring Party,2019,['Martin Wallace'],['Miniaturas'],,"6,49",2-4,2.0,4.0,30-60,30.0,60.0,14.0,3.0,,Expansión de,['Wildlands']
https://www.ludonauta.es/juegos-mesas/claim-refuerzos-terror-2020,Claim: Refuerzos – Terror,2020,['Scott Almes'],"['Cartas', 'Fantasía']",['Cartas por bazas'],"6,48",2,2.0,2.0,25,25.0,25.0,10.0,1.0,1.0,Expansión de,"['Claim ', 'Claim 2 ']"
https://www.ludonauta.es/juegos-mesas/warhammer-40-000-kill-team-2018,"Warhammer 40,000: Kill Team",2018,,"['Ciencia ficción', 'Miniaturas', 'Wargame']","['Habilidades variables', 'Lanzamiento de dados', 'Línea de visión', 'Movimiento por medición', 'Simulación']","6,48",2-4,2.0,4.0,30-60,30.0,60.0,12.0,3.0,3.0,Integración de,['Warhammer Quest: Blackstone Fortress']
https://www.ludonauta.es/juegos-mesas/runebound-la-hoja-dorada-2016,Runebound: La Hoja dorada,2016,,"['Aventuras', 'Dados', 'Exploración', 'Fantasía', 'Miniaturas']","['Creación de mazo, bolsa o conjunto', 'Habilidades variables', 'Lanzamiento de dados']","6,48",2-4,2.0,4.0,120-180,120.0,180.0,14.0,3.0,,Expansión de,['Runebound']
https://www.ludonauta.es/juegos-mesas/bruxelles-1897-2019,Bruxelles 1897,2019,['Etienne Espreman'],['Cartas'],"['Colocación de trabajadores', 'Control de áreas / Mayorías', 'Subastas', 'Tablero modular']","6,48",2-4,2.0,4.0,40-60,40.0,60.0,10.0,3.0,1.0,Reimplementación de,['Bruxelles 1893']
https://www.ludonauta.es/juegos-mesas/freedom-2020,Freedom!,2020,['Vangelis Bagiartakis'],"['Post-napoleónico', 'Wargame']","['Batallas dirigidas por cartas', 'Control de áreas / Mayorías', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento de áreas', 'Movimiento entre puntos']","6,48",2,2.0,2.0,90-120,90.0,120.0,12.0,3.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/oceanos-2016,Océanos,2016,['Antoine Bauza'],"['Animales', 'Exploración', 'Marítimo']","['Colección de ítems', 'Draft de cartas', 'Selección simultánea de acciones']","6,48",2-5,2.0,5.0,30-45,30.0,45.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/angel-fury-2022,Angel Fury,2022,['Daniel Fryxelius'],"['Dados', 'Fantasía', 'Miniaturas', 'Mitología', 'Religioso', 'Wargame']","['Cartas de comando', 'Construcción de mazo', 'Creación de mazo, bolsa o conjunto', 'Cuadrícula', 'Forzar la suerte', 'Gestión de mano', 'Habilidades variables', 'Ingresos', 'Lanzamiento de dados', 'Mercado', 'Movimiento de áreas', 'Movimiento de múltiples unidades', 'Movimiento por celdas', 'Puntos de acción', 'Solitario', 'Toma eso']","6,48",1-4,1.0,4.0,60-120,60.0,120.0,14.0,3.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/dungeon-lords-festival-season-2012,Dungeon Lords: Festival Season,2012,['Vlaada Chvátil'],"['Aventuras', 'Combate', 'Economía', 'Fantasía', 'Humor']","['Colocación de losetas', 'Colocación de trabajadores', 'Gestión de mano', 'Programación de acciones', 'Selección simultánea de acciones']","6,48",2-4,2.0,4.0,120,120.0,120.0,13.0,4.0,3.0,Expansión de,['Dungeon Lords']
https://www.ludonauta.es/juegos-mesas/the-lamps-are-going-out-2016,The Lamps Are Going Out,2016,['Kirk Uhlmann'],"['Primera guerra mundial', 'Wargame']","['Batallas dirigidas por cartas', 'Lanzamiento de dados', 'Movimiento de áreas', 'Puntos de acción', 'Simulación']","6,48",2-4,2.0,4.0,180-240,180.0,240.0,12.0,3.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/arkham-horror-el-juego-de-cartas-el-limite-del-otro-lado-p-2018,Arkham Horror: LCG – El Límite del Otro Lado,2018,['Matthew Newman'],"['Aventuras', 'Basado en novela', 'Cartas', 'Fantasía', 'Terror']","['Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Gestión de mano', 'Habilidades variables']","6,48",1-2,1.0,2.0,60-120,60.0,120.0,14.0,4.0,4.0,Expansión de,"['Arkham Horror: LCG', 'Arkham Horror: LCG – La Era Olvidada', 'Arkham Horror: LCG (Edición revisada)']"
https://www.ludonauta.es/juegos-mesas/new-bedford-2016,New Bedford,2016,['Nathaniel Levan'],['Edificación'],['Colocación de trabajadores'],"6,48",1-4,1.0,4.0,30-60,30.0,60.0,12.0,2.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/rommel-in-the-desert-1982,Rommel in the Desert,1982,['Craig Besinque'],"['Segunda guerra mundial', 'Wargame']","['Colocación de unidades secretas', 'Lanzamiento de dados', 'Movimiento en casillas hexagonales', 'Simulación']","6,48",2,2.0,2.0,150,150.0,150.0,12.0,3.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/draft-write-records-2023,Draft & Write Records,2023,['Bruno Maciel'],"['Cartas', 'Música']","['Cobertura de rejilla', 'Colección de ítems', 'Construcción de patrones', 'Descubrimiento de mapa por exploración', 'Dibujo de líneas', 'Draft de cartas', 'Encadenamiento', 'Incremento automático de recursos', 'Papel y lápiz', 'Puntos de victoria ocultos', 'Selección simultánea de acciones']","6,48",1-6,1.0,6.0,30-60,30.0,60.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/virus-2-evolution-2018,Virus! 2 Evolution,2018,"['Carlos López', 'Domingo Cabrero', 'Santi Santisteban']","['Cartas', 'Médico', 'Party']","['Colección de ítems', 'Draft de cartas', 'Gestión de mano', 'Toma eso']","6,48",2-6,2.0,6.0,20,20.0,20.0,8.0,2.0,1.0,Expansión de,['Virus!']
https://www.ludonauta.es/juegos-mesas/pendragon-the-fall-of-roman-britain-2017,Pendragon: The Fall of Roman Britain,2017,"['Marc Gouyon-Rety', 'Volko Ruhnke']","['Edad antigua', 'Medieval', 'Político', 'Religioso', 'Wargame']","['Acciones/Eventos', 'Alianzas', 'Configuración variable', 'Control de áreas / Mayorías', 'Eventos', 'Habilidades variables', 'Ingresos', 'Lanzamiento de dados', 'Movimiento de áreas', 'Rondas variables', 'Simulación', 'Solitario']","6,48",1-4,1.0,4.0,60-360,60.0,360.0,16.0,5.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/shake-that-city-2023,Shake That City,2023,"['Kåre Torndahl Kjær', 'Mads Fløe']","['Edificación', 'Puzzle']","['Bingo', 'Cobertura de rejilla', 'Colocación de losetas', 'Configuración variable', 'Construcción de patrones']","6,48",1-4,1.0,4.0,20-40,20.0,40.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/dr-eureka-2015,Dr. Eureka,2015,['Roberto Fraga'],"['Acción / Destreza', 'Infantil', 'Puzzle', 'Tiempo real']","['Construcción de patrones', 'Tiempo real']","6,48",2-4,2.0,4.0,15,15.0,15.0,8.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/manhattan-1994,Manhattan,1994,['Andreas Seyfarth'],['Edificación'],"['Control de áreas / Mayorías', 'Gestión de mano']","6,48",2-4,2.0,4.0,45,45.0,45.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/judge-dredd-helter-skelter-2019,Judge Dredd: Helter Skelter,2019,['Martin Wallace'],"['Basado en cómic / viñeta', 'Combate', 'Miniaturas']","['Colocación de unidades secretas', 'Gestión de mano', 'Habilidades variables', 'Interrupciones', 'Movimiento de áreas', 'Robo de consecución de objetivo']","6,48",2-4,2.0,4.0,30-60,30.0,60.0,14.0,2.0,2.0,Integración de,['Wildlands']
https://www.ludonauta.es/juegos-mesas/el-foro-de-trajano-2018,El Foro de Trajano,2018,['Stefan Feld'],"['Dominio territorial', 'Edificación', 'Puzzle']","['Colocación de losetas', 'Cuadrícula', 'Draft', 'Habilidades variables']","6,48",2-4,2.0,4.0,60-120,60.0,120.0,12.0,3.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/namiji-2022,Namiji,2022,['Antoine Bauza'],['Viajes'],"['Colección de ítems', 'Habilidades variables', 'Movimiento entre puntos', 'Realización de acciones por tiempo']","6,48",2-5,2.0,5.0,30-45,30.0,45.0,8.0,2.0,2.0,Reimplementación de,['Tokaido']
https://www.ludonauta.es/juegos-mesas/power-plants-2022,Power Plants,2022,['Adam E. Daulton'],"['Dominio territorial', 'Fantasía', 'Puzzle']","['Colocación de losetas', 'Control de áreas / Mayorías', 'Solitario']","6,48",1-5,1.0,5.0,30,30.0,30.0,8.0,2.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/runebound-las-montanas-se-rebelan-2016,Runebound: Las montañas se rebelan,2016,,"['Aventuras', 'Dados', 'Exploración', 'Fantasía']","['Habilidades variables', 'Lanzamiento de dados']","6,48",2-4,2.0,4.0,120-180,120.0,180.0,14.0,3.0,,Expansión de,['Runebound']
https://www.ludonauta.es/juegos-mesas/fief-francia-1429-2015,Fief Francia 1429,2015,['Philippe Mouchebeuf'],"['Dominio territorial', 'Medieval', 'Negociación', 'Político', 'Wargame']","['Asociaciones / Agrupaciones', 'Comercio', 'Control de áreas / Mayorías', 'Lanzamiento de dados', 'Votación']","6,48",3-6,3.0,6.0,120-240,120.0,240.0,13.0,4.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/the-manhattan-project-second-stage-2013,The Manhattan Project: Second Stage,2013,"['Brandon Tibbetts', 'Eric Jome']","['Economía', 'Espionaje', 'Industrial', 'Negociación', 'Segunda guerra mundial']","['Colocación de trabajadores', 'Draft de cartas', 'Habilidades variables', 'Toma eso']","6,48",2-5,2.0,5.0,120,120.0,120.0,13.0,3.0,2.0,Expansión de,['The Manhattan Project']
https://www.ludonauta.es/juegos-mesas/tawantinsuyu-el-imperio-inca-2020,Tawantinsuyu: El Imperio Inca,2020,['Dávid Turczi'],"['Civilización', 'Economía', 'Edad antigua', 'Renacimiento']","['Colección de ítems', 'Colocación de trabajadores de diferentes tipos', 'Configuración variable', 'Construcción de patrones', 'Control de áreas / Mayorías', 'Draft de cartas', 'Gestión de mano', 'Puntos de acción', 'Rondel', 'Solitario']","6,48",1-4,1.0,4.0,60-120,60.0,120.0,14.0,4.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/monumental-reinos-perdidos-2020,Monumental: Reinos Perdidos,2020,['Matthew Dunstan'],"['Civilización', 'Combate', 'Dominio territorial']","['Colección de ítems', 'Creación de mazo, bolsa o conjunto', 'Gestión de mano', 'Habilidades variables', 'Movimiento de áreas', 'Programación de acciones', 'Tablero modular']","6,48",1-5,1.0,5.0,90-120,90.0,120.0,14.0,3.0,,Expansión de,['Monumental']
https://www.ludonauta.es/juegos-mesas/hit-z-road-2016,Hit Z Road,2016,['Martin Wallace'],"['Combate', 'Terror', 'Zombis']","['Bonus de fin de partida', 'Draft de cartas', 'Eliminación de jugadores', 'Forzar la suerte', 'Lanzamiento de dados', 'Oferta de orden de selección', 'Resolución de iconos de dados', 'Solitario', 'Subastas']","6,48",1-4,1.0,4.0,30-60,30.0,60.0,12.0,2.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/spell-2020,SPELL,2020,['Jesús Fuentes'],"['Combate', 'Puzzle']","['Cercado de áreas', 'Colocación de losetas', 'Control de áreas / Mayorías', 'Habilidades variables', 'Tablero modular']","6,48",2,2.0,2.0,15-25,15.0,25.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/lockup-la-fuga-2022,Lockup: La fuga,2022,['Stan Kordonskiy'],['Fantasía'],"['Colección de ítems', 'Colocación de trabajadores', 'Colocación de unidades secretas', 'Control de áreas / Mayorías', 'Subasta de lotes múltiples']","6,48",1-5,1.0,5.0,45-90,45.0,90.0,14.0,3.0,,Expansión de,['Lockup: Un relato de Roll Player\u200b']
https://www.ludonauta.es/juegos-mesas/fuji-flush-2016,Fuji Flush,2016,['Friedemann Friese'],"['Cartas', 'Números']","['Gestión de mano', 'Toma eso']","6,48",3-8,3.0,8.0,10-20,10.0,20.0,7.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/marea-de-acero-2007,Marea de Acero,2007,"['Christian T. Petersen', 'Corey Konieczka', 'John Goodenough']","['Miniaturas', 'Segunda guerra mundial', 'Wargame']","['Asociaciones / Agrupaciones', 'Gestión de mano', 'Lanzamiento de dados', 'Movimiento en casillas hexagonales', 'Puntos de acción', 'Realización de acciones por tiempo', 'Tablero modular']","6,48",2-4,2.0,4.0,120,120.0,120.0,12.0,3.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/ca-h-n-guns-team-spirit-2016,Ca$h 'n Guns: Team Spirit,2016,['Ludovic Maublanc'],"['Faroleo', 'Humor']","['Asociaciones / Agrupaciones', 'Eliminación de jugadores', 'Selección simultánea de acciones', 'Toma eso']","6,48",4-9,4.0,9.0,30,30.0,30.0,10.0,2.0,2.0,Expansión de,"[""Ca$h 'n Guns""]"
https://www.ludonauta.es/juegos-mesas/flatline-2017,Flatline,2017,['Kane Klenko'],"['Ciencia ficción', 'Dados', 'Médico', 'Tiempo real']","['Cooperativo', 'Forzar la suerte', 'Lanzamiento de dados', 'Solitario']","6,48",1-5,1.0,5.0,25-45,25.0,45.0,10.0,2.0,3.0,Reimplementación de,['Fuse']
https://www.ludonauta.es/juegos-mesas/mandala-stones-2021,Mandala Stones,2021,['Filip Głowacz'],['Abstracto'],"['Bonus de fin de partida', 'Colección de ítems', 'Configuración variable', 'Construcción de patrones', 'Draft de cartas', 'Sobreposición de elementos']","6,48",2-4,2.0,4.0,30,30.0,30.0,10.0,2.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/show-manager-1996,Show Manager,1996,['Dirk Henn'],['Cartas'],"['Colección de ítems', 'Draft de cartas', 'Subasta holandesa']","6,48",2-6,2.0,6.0,60,60.0,60.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/durian-2020,Durian ,2020,['Masato Uesugi'],"['Cartas', 'Faroleo', 'Party']","['Deducción', 'Forzar la suerte', 'Gestión de mano']","6,48",2-7,2.0,7.0,20,20.0,20.0,7.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/colorful-2019,Colorful,2019,['OHTANI Tadashi'],"['Deducción', 'Party', 'Preguntas']",['Cooperativo'],"6,48",2-6,2.0,6.0,15,15.0,15.0,14.0,1.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/vizcondes-del-reino-del-oeste-guardian-de-las-llaves-2022,Vizcondes del Reino del Oeste: Guardián de las Llaves,2022,"['S J Macdonald', 'Shem Phillips']",['Medieval'],"['Bonus de fin de partida', 'Colección de ítems', 'Control de áreas / Mayorías', 'Creación de mazo, bolsa o conjunto', 'Gestión de mano', 'Habilidades variables', 'Rondel', 'Solitario', 'Tablero modular']","6,48",1-4,1.0,4.0,60-90,60.0,90.0,12.0,4.0,,Expansión de,['Vizcondes del Reino del Oeste']
https://www.ludonauta.es/juegos-mesas/imagine-family-2020,Imagine Family,2020,"['Hiromi Oikawa', 'Shotaro Nakashima', 'Vincent Bonnard', '大木基至 (Motoyuki Ohki)', '藤田 真吾 (Shingo Fujita)']","['Deducción', 'Party', 'Puzzle']","['Asociaciones / Agrupaciones', 'Interpretación']","6,48",3-8,3.0,8.0,15-30,15.0,30.0,8.0,1.0,,Reimplementación de,['Imagine']
https://www.ludonauta.es/juegos-mesas/piko-piko-extrapiko-2015,Piko Piko Extrapiko,2015,['Reiner Knizia'],"['Animales', 'Dados']","['Forzar la suerte', 'Lanzamiento de dados']","6,48",2-7,2.0,7.0,20-30,20.0,30.0,8.0,1.0,1.0,Expansión de,['Piko Piko el gusanito']
